name;year;selling_price;km_driven;fuel;seller_type;transmission;owner
Chevrolet Aveo U-VA 1.2 LS;2009;210000;80000;Petrol;Individual;Manual;Second Owner
Tata Indigo LS BSII;2012;160000;110000;Diesel;Individual;Manual;First Owner
Hyundai Verna CRDi SX ABS;2009;175000;136000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXi;2009;110000;50000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI Minor;2008;300000;30000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Aura 1.3 Quadrajet;2009;135000;90000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Ritz VDi;2011;180000;90000;Diesel;Individual;Manual;Second Owner
Hyundai Santro Xing GLS;2010;170000;50000;Petrol;Individual;Manual;Second Owner
Maruti A-Star Vxi;2011;150000;70000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aura 1.3 Quadrajet;2009;135000;90000;Diesel;Individual;Manual;Fourth & Above Owner
Volkswagen Polo Diesel Highline 1.2L;2011;290000;60000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2014;110000;25000;Petrol;Individual;Manual;First Owner
Hyundai Santro LE zipPlus;2003;70000;80000;Petrol;Individual;Manual;Third Owner
Volkswagen Vento Petrol Highline AT;2011;300000;70000;Petrol;Individual;Automatic;Third Owner
Maruti Alto 800 LX;2017;180000;60000;Petrol;Individual;Manual;First Owner
Renault KWID RXL;2020;300000;20000;Petrol;Individual;Manual;First Owner
Mahindra Jeep Classic;1999;170000;2020;Diesel;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 Turbo 7 Str;2007;210000;100000;Diesel;Individual;Manual;Second Owner
Maruti Alto LX;2006;105000;100000;Petrol;Individual;Manual;Third Owner
Hyundai i20 Magna;2010;270000;60000;Petrol;Individual;Manual;Third Owner
Ford Figo Petrol LXI;2010;130000;110000;Petrol;Individual;Manual;First Owner
Maruti Swift ZXI ABS;2009;250000;60000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi;2008;69000;100000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo VXI BSIII;2007;90000;90000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLE CNG;2010;145000;90000;CNG;Individual;Manual;Second Owner
Maruti Alto K10 LX;2020;250000;1100;Petrol;Individual;Manual;Fourth & Above Owner
Maruti Swift VDI;2011;256000;70000;Diesel;Individual;Manual;Third Owner
Tata Indica DLS;2005;70000;120000;Diesel;Individual;Manual;First Owner
Maruti Wagon R VX;2000;50000;88500;Petrol;Individual;Manual;Fourth & Above Owner
Renault KWID RXT;2016;240000;70000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua 1.2 Safire BSIV;2010;97000;128000;Petrol;Individual;Manual;First Owner
Tata Indigo CR4;2012;130000;120000;Diesel;Individual;Manual;First Owner
Maruti Swift 1.3 VXi;2009;199000;52536;Petrol;Individual;Manual;First Owner
Honda Civic 1.8 S AT;2006;125000;70000;Petrol;Individual;Automatic;First Owner
Hyundai Santro Xing GLS;2008;125000;85000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI BS IV;2010;110000;50000;Petrol;Individual;Manual;First Owner
Maruti Swift 1.3 VXi;2005;85000;118400;Petrol;Individual;Manual;First Owner
Honda Civic 1.8 S MT;2007;229999;70000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna;2012;250000;60000;Petrol;Individual;Manual;Second Owner
Maruti Esteem Lxi - BSIII;2007;75000;54000;Petrol;Individual;Manual;First Owner
Volkswagen Vento Diesel Comfortline;2012;215000;97000;Diesel;Individual;Manual;First Owner
Maruti SX4 ZXI AT;2009;130000;120000;Petrol;Individual;Automatic;Second Owner
Chevrolet Beat LT;2016;245000;52000;Petrol;Dealer;Manual;First Owner
Ford Fusion 1.6 Duratec Petrol;2005;120000;100000;Petrol;Individual;Manual;Third Owner
Maruti Esteem Vxi;2005;100000;20000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI BSIII;2005;80000;40000;Petrol;Individual;Manual;Second Owner
Hyundai EON D Lite Plus;2012;160000;70000;Petrol;Individual;Manual;Second Owner
Tata Sumo Victa EX 7/9 Str BSII;2009;130000;120000;Diesel;Individual;Manual;First Owner
Chevrolet Sail Hatchback 1.2 LS;2016;250000;30000;Petrol;Individual;Manual;First Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV;2012;270000;80000;Diesel;Individual;Manual;Second Owner
Hyundai EON Era Plus;2013;160000;80000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Plus;2016;229999;80000;Petrol;Individual;Manual;First Owner
Chevrolet Optra Magnum 2.0 LS;2011;195000;120000;Diesel;Individual;Manual;First Owner
Datsun RediGO S;2016;270000;22000;Petrol;Individual;Manual;First Owner
Skoda Fabia 1.2 MPI Ambition Plus;2012;300000;50000;Petrol;Individual;Manual;First Owner
Chevrolet Beat Diesel LT;2012;200000;50000;Diesel;Individual;Manual;First Owner
Maruti Zen Estilo 1.1 LXI BSIII;2007;120000;81366;Petrol;Individual;Manual;First Owner
Maruti Esteem Vxi - BSIII;2006;95000;110000;Petrol;Individual;Manual;First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV;2006;229999;300000;Diesel;Individual;Manual;First Owner
Renault Fluence 1.5;2012;300000;90000;Diesel;Individual;Manual;First Owner
Renault KWID RXT;2016;200000;53000;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2017;250000;30000;Petrol;Individual;Manual;First Owner
Mahindra Jeep CL 500 MDI;1997;150000;120000;Diesel;Individual;Manual;Third Owner
Maruti Wagon R LXI DUO BS IV;2012;180000;60000;LPG;Individual;Manual;First Owner
Maruti Esteem Lxi - BSIII;2007;75000;54000;Petrol;Individual;Manual;First Owner
Maruti Swift 1.3 VXi;2005;160000;67000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GLS;2008;130000;100000;Petrol;Individual;Manual;First Owner
Maruti Wagon R LXI;2005;70000;80000;Petrol;Individual;Manual;First Owner
Maruti SX4 VDI;2011;260000;90000;Diesel;Individual;Manual;Third Owner
Chevrolet Aveo 1.4 CNG;2011;229999;100000;CNG;Individual;Manual;First Owner
Ford Figo Diesel EXI;2011;140000;90000;Diesel;Individual;Manual;Third Owner
Datsun RediGO T Option;2017;200000;30000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2008;70000;90000;Petrol;Individual;Manual;Second Owner
Maruti Eeco 5 STR With AC Plus HTR CNG;2012;160000;70000;CNG;Individual;Manual;Second Owner
Maruti Alto LXi;2010;160000;36000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Optional;2015;300000;22000;Petrol;Individual;Manual;First Owner
Maruti Omni 5 Str STD LPG;1998;50000;35000;LPG;Individual;Manual;Second Owner
Maruti 800 DUO AC LPG;2009;85000;50000;LPG;Individual;Manual;Second Owner
Hyundai Accent GLX;2008;145000;60000;Petrol;Individual;Manual;First Owner
Mahindra Quanto C6;2013;300000;60000;Diesel;Individual;Manual;First Owner
Hyundai Santro Xing XK eRLX EuroIII;2007;130000;135000;Petrol;Individual;Manual;Second Owner
Maruti 800 AC BSII;2001;45000;72539;Petrol;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2018;200000;35000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Optional;2015;300000;20500;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LX;2013;180000;200000;Diesel;Individual;Manual;First Owner
Maruti 800 AC;2009;125000;50000;Petrol;Individual;Manual;Fourth & Above Owner
Hyundai Accent GLS;2004;120000;110000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista TDI LS;2013;150000;180000;Diesel;Individual;Manual;Third Owner
Maruti Alto K10 2010-2014 VXI;2010;225000;80000;Petrol;Individual;Manual;Second Owner
Hyundai Getz GLS;2005;250000;70000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GL Plus;2008;120000;41723;Petrol;Individual;Manual;Second Owner
Maruti SX4 Vxi BSIV;2010;250000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 LXI;2012;175000;20000;Petrol;Individual;Manual;Second Owner
Tata Indigo CS LX (TDI) BS-III;2015;225000;68745;Diesel;Dealer;Manual;First Owner
Maruti Wagon R LXI;2008;221000;35008;Petrol;Dealer;Manual;First Owner
Hyundai Santro Xing GLS;2009;195000;27005;Petrol;Dealer;Manual;First Owner
Hyundai Santro Xing XG;2004;90000;100005;Petrol;Dealer;Manual;Second Owner
Hyundai EON Era;2014;290000;12000;Petrol;Dealer;Manual;First Owner
Tata Indica Vista TDI LS;2011;211000;43128;Diesel;Dealer;Manual;First Owner
Hyundai i20 Asta;2010;270000;110000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXI;2004;70000;50000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna 1.2;2010;225000;60000;Petrol;Individual;Manual;Second Owner
Chevrolet Sail Hatchback 1.2 LS;2015;280000;22255;Petrol;Individual;Manual;First Owner
Honda Civic 1.8 S MT;2007;170000;70000;Petrol;Individual;Manual;Third Owner
Tata Indica DLE;2006;45000;120000;Diesel;Individual;Manual;Second Owner
Tata Indigo LX;2011;140000;60000;Diesel;Individual;Manual;Second Owner
Maruti Swift VDI;2012;190000;80000;Diesel;Individual;Manual;Third Owner
Honda Accord VTi-L (MT);2007;200000;80000;Petrol;Individual;Manual;Second Owner
Hyundai Accent GLX;2006;120000;110000;Petrol;Individual;Manual;Second Owner
Tata Indigo CS LE (TDI) BS-III;2011;95000;115000;Diesel;Individual;Manual;Fourth & Above Owner
Maruti Wagon R LXI BS IV;2013;213000;80000;Petrol;Individual;Manual;First Owner
Tata New Safari 4X4;2007;199000;78771;Diesel;Dealer;Manual;Second Owner
Ford Figo Diesel LXI;2011;225000;76736;Diesel;Dealer;Manual;Second Owner
Maruti Alto LX BSIII;2007;135000;70000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI DUO BSIII;2009;155000;60000;LPG;Individual;Manual;Second Owner
Ford Ikon 1.8 D;2005;114999;92645;Diesel;Dealer;Manual;Fourth & Above Owner
Mahindra Bolero DI;2004;110000;120000;Diesel;Individual;Manual;Fourth & Above Owner
Hyundai i20 Asta 1.2;2012;300000;80000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;210000;42000;Petrol;Individual;Manual;Third Owner
Tata Manza Aura (ABS) Quadrajet BS IV;2012;180000;155836;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXi BSII;2011;220000;59000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LT;2009;70000;60000;Petrol;Individual;Manual;First Owner
Renault KWID 1.0;2016;265000;40000;Petrol;Individual;Manual;First Owner
Volkswagen Polo Diesel Trendline 1.2L;2011;175000;90000;Diesel;Individual;Manual;Third Owner
Mahindra Quanto C6;2012;260000;89000;Diesel;Individual;Manual;Second Owner
Maruti Swift Vdi BSIII;2009;250000;200000;Diesel;Individual;Manual;Fourth & Above Owner
Tata Nano LX SE;2012;35000;35000;Petrol;Individual;Manual;Third Owner
Maruti SX4 Vxi BSIV;2012;225000;110000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT Option;2016;239000;41000;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2012;229999;49824;Petrol;Dealer;Manual;First Owner
Hyundai Santro GS;2005;80000;56580;Petrol;Dealer;Manual;First Owner
Maruti Alto LXi;2009;150000;120000;Petrol;Individual;Manual;First Owner
Tata Indigo LS;2008;105000;90000;Diesel;Individual;Manual;First Owner
Tata Indica Vista TDI LX;2013;185000;65000;Diesel;Individual;Manual;First Owner
Fiat Grande Punto EVO 1.3 Active;2014;260000;50000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2012;260000;40000;Petrol;Individual;Manual;First Owner
Volkswagen Polo Diesel Trendline 1.2L;2012;265000;55000;Diesel;Individual;Manual;Second Owner
Maruti Alto LX BSIII;2006;160000;63230;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 SLX CRDe;2006;300000;120000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXI;2005;100000;100000;Petrol;Individual;Manual;Third Owner
Maruti Swift 1.2 DLX;2015;220000;40000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2017;178000;35000;Petrol;Individual;Manual;First Owner
Maruti Ritz VXi;2014;300000;35000;Petrol;Individual;Manual;First Owner
Tata Indigo LS;2008;105000;90000;Diesel;Individual;Manual;First Owner
Tata Indica Vista TDI LX;2013;185000;65000;Diesel;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LS;2012;150000;80000;Diesel;Individual;Manual;Second Owner
Fiat Grande Punto EVO 1.3 Active;2014;260000;50000;Diesel;Individual;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2012;260000;40000;Petrol;Individual;Manual;First Owner
Volkswagen Polo Diesel Trendline 1.2L;2012;265000;55000;Diesel;Individual;Manual;Second Owner
Maruti 800 Std;2013;170000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto LX BSIII;2006;160000;63230;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio 2.6 SLX CRDe;2006;300000;120000;Diesel;Individual;Manual;Second Owner
Maruti 800 Std BSII;2006;90000;40000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R VXI;2005;100000;100000;Petrol;Individual;Manual;Third Owner
Tata Indica GLS BS IV;2008;65000;110000;Petrol;Individual;Manual;Third Owner
Hyundai Santro Xing XL eRLX Euro III;2005;150000;47000;Petrol;Individual;Manual;First Owner
Hyundai Verna Transform CRDi VGT ABS;2010;229999;120000;Diesel;Individual;Manual;Second Owner
Maruti Swift Ldi BSIII;2008;111000;120000;Diesel;Individual;Manual;First Owner
Maruti Swift Dzire VDi;2012;250000;140000;Diesel;Individual;Manual;Second Owner
Datsun GO T Petrol;2015;225000;92198;Petrol;Dealer;Manual;Second Owner
Chevrolet Beat LT;2013;200000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2007;100000;100000;Petrol;Individual;Manual;Second Owner
Renault KWID RXT Optional;2016;280000;23000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Aqua TDI BSIII;2009;150000;30000;Diesel;Individual;Manual;First Owner
Tata Manza Aura Safire;2010;200000;50000;Petrol;Individual;Manual;First Owner
Maruti Ritz VDi;2010;148000;100000;Diesel;Individual;Manual;Second Owner
Maruti Swift Dzire VXi;2011;254999;70000;Petrol;Individual;Manual;Second Owner
Maruti Alto LX;2006;95000;90000;Petrol;Individual;Manual;Second Owner
Mahindra Bolero SLE BSIII;2007;185000;230000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista Quadrajet VX;2012;185000;40000;Diesel;Individual;Manual;First Owner
Renault KWID RXL;2019;300000;15000;Petrol;Individual;Manual;First Owner
Maruti Zen LX;2000;60000;50000;Petrol;Individual;Manual;First Owner
Fiat Punto 1.2 Active;2010;80000;50000;Petrol;Individual;Manual;Second Owner
Hyundai EON Era Plus;2013;250000;35000;Petrol;Individual;Manual;First Owner
Tata New Safari DICOR 2.2 EX 4x2;2010;250000;80000;Diesel;Individual;Manual;First Owner
Maruti Wagon R LXI BSIII;2005;125000;50000;Petrol;Individual;Manual;Second Owner
Maruti Alto LXi BSII;2002;100000;80000;Petrol;Individual;Manual;Fourth & Above Owner
Maruti A-Star Vxi;2010;130000;70000;Petrol;Individual;Manual;Second Owner
Tata Indica DLS;2006;57000;80000;Diesel;Individual;Manual;Second Owner
Hyundai Santro GLS I - Euro I;2005;75000;60000;Petrol;Individual;Manual;First Owner
Maruti 800 DX;2003;60000;35000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi BSIII;2008;125000;70000;Petrol;Individual;Manual;First Owner
Honda City 1.5 EXI S;2004;105000;100000;Petrol;Individual;Manual;Third Owner
Maruti Wagon R LXI DUO BSIII;2008;125000;152000;LPG;Individual;Manual;Second Owner
Maruti Zen LXI;1998;69000;70000;Petrol;Individual;Manual;Second Owner
Tata Indigo LX;2012;130000;90000;Diesel;Individual;Manual;Second Owner
Hyundai Santro Xing XG eRLX Euro III;2006;60000;120000;Petrol;Individual;Manual;Third Owner
Ford Fiesta Titanium 1.5 TDCi;2012;165000;120000;Diesel;Individual;Manual;First Owner
Chevrolet Beat LS;2016;170000;125000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LX;2012;120000;80000;Diesel;Individual;Manual;Third Owner
Hyundai Verna 1.6 Xi ABS;2008;220000;54309;Petrol;Individual;Manual;First Owner
Ford Figo Diesel LXI;2011;180000;70000;Diesel;Individual;Manual;Second Owner
Chevrolet Aveo 1.6 LT;2006;150000;34600;Petrol;Individual;Manual;Third Owner
Mahindra Bolero DI DX 8 Seater;2009;300000;55000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R LXI BS IV;2011;250000;50000;Petrol;Individual;Manual;First Owner
Ford Figo Petrol ZXI;2011;185000;50000;Petrol;Individual;Manual;Third Owner
Maruti Ritz VDi;2011;200000;120000;Diesel;Individual;Manual;First Owner
Hyundai Santro LP zipPlus;2001;52000;50000;Petrol;Individual;Manual;Third Owner
Renault KWID RXT Optional;2016;280000;23000;Petrol;Individual;Manual;First Owner
Hyundai i10 Sportz;2011;250000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2014;204999;25000;Petrol;Individual;Manual;Second Owner
Tata Indica Vista Aqua TDI BSIII;2009;150000;30000;Diesel;Individual;Manual;First Owner
Chevrolet Spark 1.0 LS;2010;175000;45000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2009;170000;44800;Petrol;Individual;Manual;Second Owner
Tata Manza Aura Safire;2010;200000;50000;Petrol;Individual;Manual;First Owner
Maruti Ritz VDi;2010;148000;100000;Diesel;Individual;Manual;Second Owner
Tata Manza Club Class Quadrajet90 LS;2014;200000;100000;Diesel;Individual;Manual;First Owner
Maruti Swift Dzire VDI;2016;284000;40000;Diesel;Individual;Manual;Second Owner
Maruti Wagon R VXI Minor;2007;80000;60000;Petrol;Individual;Manual;Third Owner
Chevrolet Beat PS;2014;170000;77000;Petrol;Individual;Manual;First Owner
Hyundai Accent Executive;2011;150000;60000;Petrol;Individual;Manual;First Owner
Tata Manza Aura (ABS) Safire BS IV;2010;110000;77073;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna LPG;2013;275000;90000;LPG;Individual;Manual;Second Owner
Maruti Alto LX BSIII;2007;125000;100000;Petrol;Individual;Manual;Second Owner
Chevrolet Beat LT;2010;135000;80000;Petrol;Individual;Manual;Second Owner
Maruti Alto K10 VXI;2018;300000;35000;Petrol;Individual;Manual;First Owner
Maruti Alto LXi;2008;95000;70000;Petrol;Individual;Manual;First Owner
Ford Figo Diesel Celebration Edition;2013;190000;120000;Diesel;Individual;Manual;First Owner
Maruti Wagon R LXI Minor;2009;150000;70000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLE;2009;114999;106000;Petrol;Individual;Manual;Third Owner
Maruti Alto 800 CNG LXI Optional;2019;300000;120000;CNG;Individual;Manual;First Owner
Maruti Ritz LXi;2016;275000;160000;Petrol;Individual;Manual;First Owner
Chevrolet Aveo 1.6 LT with ABS;2010;140000;120000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna 1.2;2010;150000;90000;Petrol;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2008;50000;70000;Petrol;Individual;Manual;First Owner
Mahindra Bolero SLX;2008;155000;100000;Diesel;Individual;Manual;First Owner
Mahindra Bolero SLX;2008;155000;100000;Diesel;Individual;Manual;First Owner
Skoda Superb 1.8 TFSI MT;2010;300000;80000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2018;300000;16584;Petrol;Dealer;Manual;First Owner
Maruti Wagon R LXI;2010;221000;51000;Petrol;Dealer;Manual;First Owner
Maruti Alto 800 LXI;2015;250999;35000;Petrol;Dealer;Manual;First Owner
Hyundai Santro LS zipPlus;2002;60000;120000;Petrol;Individual;Manual;Third Owner
Skoda Laura L n K 1.9 PD;2008;180000;144000;Diesel;Individual;Manual;Third Owner
Hyundai EON 1.0 Era Plus;2014;229999;65000;Petrol;Dealer;Manual;First Owner
Maruti Alto 800 LXI;2016;245000;68000;Petrol;Dealer;Manual;First Owner
Tata Nano CX SE;2015;110000;45000;Petrol;Dealer;Manual;First Owner
Hyundai Verna CRDi ABS;2007;175000;80000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 LXI;2013;92800;25000;Petrol;Individual;Manual;Second Owner
Tata Xenon XT EX 4X2;2014;291000;90000;Diesel;Individual;Manual;First Owner
Maruti Alto 800 LXI;2013;92800;25000;Petrol;Individual;Manual;Second Owner
Maruti Omni 8 Seater BSIV;2013;170000;35000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2019;295000;10000;Petrol;Individual;Manual;First Owner
Hyundai EON Era Plus;2012;215000;70000;Petrol;Individual;Manual;Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS;2009;150000;110000;Diesel;Individual;Manual;Second Owner
Maruti Alto LXI;2003;60000;5000;Petrol;Individual;Manual;Second Owner
Maruti Alto LX;2006;52000;120000;Petrol;Individual;Manual;Third Owner
Maruti Omni LPG CARGO BSIII W IMMOBILISER;2009;80000;90000;LPG;Individual;Manual;Second Owner
Maruti Alto LX;2012;140000;70000;Petrol;Individual;Manual;Second Owner
Hyundai Verna i (Petrol);2008;120000;90000;Petrol;Individual;Manual;Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq;2006;110000;120000;Diesel;Individual;Manual;Third Owner
Tata New Safari Dicor EX 4X2 BS IV;2012;280000;110000;Diesel;Individual;Manual;Fourth & Above Owner
Tata Zest Revotron 1.2T XE;2015;300000;60000;Petrol;Individual;Manual;Second Owner
Tata Nano Twist XT;2015;73000;57000;Petrol;Individual;Manual;First Owner
Renault KWID 1.0 RXT Optional;2017;300000;70000;Petrol;Individual;Manual;First Owner
Maruti Wagon R AX;2012;300000;30000;Petrol;Individual;Automatic;Second Owner
Hyundai Santro Xing GLS;2009;200000;100000;Petrol;Individual;Manual;Second Owner
Mahindra Scorpio SLX 2.6 Turbo 8 Str;2007;190000;160000;Diesel;Individual;Manual;Second Owner
Chevrolet Spark 1.0 LS;2014;220000;70000;Petrol;Individual;Manual;First Owner
Maruti Wagon R Stingray VXI;2014;300000;59059;Petrol;Dealer;Manual;First Owner
Hyundai Accent Executive;2013;200000;70000;Petrol;Individual;Manual;First Owner
Honda Brio S MT;2012;285000;39039;Petrol;Dealer;Manual;First Owner
Hyundai i10 Magna;2009;235000;67067;Petrol;Dealer;Manual;First Owner
Hyundai EON D Lite Plus;2015;250000;30000;Petrol;Individual;Manual;First Owner
Renault KWID RXT;2017;300000;10000;Petrol;Individual;Manual;First Owner
Maruti Swift VDi BSIII W/ ABS;2008;263000;70000;Diesel;Individual;Manual;First Owner
Maruti Omni MPI STD BSIV;2012;250000;90000;Petrol;Individual;Manual;First Owner
Hyundai Accent GLE 1;1999;60000;90000;Petrol;Individual;Manual;Fourth & Above Owner
Hyundai Getz GLX;2005;70000;90000;Petrol;Individual;Manual;Third Owner
Chevrolet Sail Hatchback 1.2 LS;2016;250000;30000;Petrol;Individual;Manual;First Owner
Hyundai EON Magna Plus;2016;229999;80000;Petrol;Individual;Manual;First Owner
Chevrolet Optra Magnum 2.0 LS;2011;195000;120000;Diesel;Individual;Manual;First Owner
Datsun RediGO S;2016;270000;22000;Petrol;Individual;Manual;First Owner
Maruti Zen Estilo VXI BSIV;2011;280000;33000;Petrol;Individual;Manual;First Owner
Maruti A-Star Vxi;2010;180000;40000;Petrol;Individual;Manual;First Owner
Renault KWID 1.0 RXT Optional;2018;300000;10500;Petrol;Individual;Manual;First Owner
Hyundai i10 Sportz 1.2;2010;210000;60000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing XG eRLX Euro III;2006;90000;120000;Petrol;Individual;Manual;Second Owner
Maruti Wagon R LXI BS IV;2010;222000;70000;Petrol;Individual;Manual;First Owner
Maruti Alto 800 LXI;2015;240000;50000;Petrol;Individual;Manual;Second Owner
Hyundai Verna SX Diesel;2010;200000;78000;Diesel;Dealer;Manual;Second Owner
Hyundai Verna SX Diesel;2011;210000;72000;Diesel;Dealer;Manual;Third Owner
Tata Nano Cx BSIV;2011;75000;9528;Petrol;Dealer;Manual;First Owner
Hyundai i20 1.2 Sportz;2011;220000;58000;Petrol;Dealer;Manual;Second Owner
Hyundai Accent GLS;2007;125000;76000;Petrol;Dealer;Manual;Third Owner
Maruti Ritz VDi;2009;175000;80000;Diesel;Individual;Manual;Third Owner
Honda Civic 1.8 S MT;2006;220000;120000;Petrol;Individual;Manual;Third Owner
Maruti Omni E MPI STD BS IV;2017;215000;34000;Petrol;Dealer;Manual;First Owner
Chevrolet Beat Diesel PS;2012;130000;58000;Diesel;Dealer;Manual;First Owner
Tata Indigo CS eLX BS IV;2013;175000;50300;Diesel;Individual;Manual;First Owner
Tata Indigo CR4;2011;150000;70000;Diesel;Individual;Manual;Second Owner
Tata Indica Vista TDI LS;2011;195000;60000;Diesel;Individual;Manual;Third Owner
Maruti Swift 1.2 DLX;2015;217000;45000;Petrol;Individual;Manual;First Owner
Maruti Swift VDI BSIV;2011;290000;130000;Diesel;Individual;Manual;Second Owner
Maruti Alto 800 Base;2014;175000;40000;Petrol;Individual;Manual;First Owner
Hyundai Santro AT CNG;2005;130000;110000;CNG;Individual;Manual;Second Owner
Chevrolet Beat LT;2010;114999;70000;Petrol;Individual;Manual;Second Owner
Hyundai Tucson CRDi;2006;170000;170000;Diesel;Individual;Manual;First Owner
Tata Indigo TDI;2008;80000;150000;Diesel;Individual;Manual;Third Owner
Hyundai Santro Xing XG eRLX Euro III;2005;70000;170000;Petrol;Individual;Manual;Third Owner
Hyundai Santro Xing GLS;2010;120000;90000;Petrol;Individual;Manual;Third Owner
Nissan Micra Diesel XV Primo;2012;225000;129000;Diesel;Individual;Manual;First Owner
Tata Sumo LX;2009;100000;66778;Diesel;Individual;Manual;First Owner
Hyundai EON Era Plus;2014;190000;50000;Petrol;Individual;Manual;First Owner
Hyundai Grand i10 CRDi Magna;2015;300000;60000;Diesel;Individual;Manual;Second Owner
Renault KWID RXT;2016;280000;40000;Petrol;Individual;Manual;First Owner
Hyundai EON Era Plus;2015;295000;21000;Petrol;Dealer;Manual;Second Owner
Maruti Omni E 8 Str STD;2001;85000;70000;Petrol;Individual;Manual;Third Owner
OpelCorsa 1.6Gls;2004;142000;73000;Petrol;Individual;Manual;Fourth & Above Owner
Hyundai EON D Lite;2014;180000;76000;Petrol;Individual;Manual;Second Owner
Hyundai Santro Xing XG;2003;85000;110000;Petrol;Individual;Manual;Second Owner
Hyundai i10 Era;2009;140000;80000;Petrol;Individual;Manual;Third Owner
Maruti Wagon R VXI BS IV;2012;200000;90000;Petrol;Individual;Manual;First Owner
Hyundai Santro Xing GL;2011;150000;157000;Petrol;Individual;Manual;First Owner
Tata Indica Vista Quadrajet LS;2012;150000;80000;Diesel;Individual;Manual;Second Owner
Maruti 800 Std BSII;2006;90000;40000;Petrol;Individual;Manual;Second Owner
Mahindra Bolero SLX 2WD;2007;300000;100000;Diesel;Individual;Manual;Second Owner
Renault KWID RXT;2017;280000;50000;Petrol;Individual;Manual;First Owner
Maruti Alto K10 2010-2014 VXI;2011;200000;40000;Petrol;Individual;Manual;First Owner
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag;2009;110000;38500;Petrol;Individual;Manual;Second Owner
Hyundai i10 Magna;2008;140000;103921;Petrol;Individual;Manual;Second Owner
Ford Figo Diesel Titanium;2010;160000;102307;Diesel;Dealer;Manual;First Owner
Maruti Zen LX;2004;105000;79000;Petrol;Individual;Manual;Second Owner
